taxid	species	phylum	superkingdom
278153	Mesorhizobium sp. WSM1497	Pseudomonadota	Bacteria
281093	Prosthecochloris sp. GSB1	Chlorobiota	Bacteria
281120	Candidatus Amoebophilus asiaticus	Bacteroidota	Bacteria
282217	Variovorax sp. SRS16	Pseudomonadota	Bacteria
282263	Wolbachia endosymbiont of Drosophila innubila	Pseudomonadota	Bacteria
282676	Acidianus manzaensis	Thermoproteota	Archaea
283699	Pseudoalteromonas sp. Bsw20308	Pseudomonadota	Bacteria
285450	Streptomyces roseochromogenus	Actinomycetota	Bacteria
285458	Streptomyces agglomeratus	Actinomycetota	Bacteria
285473	Streptomyces rubrolavendulae	Actinomycetota	Bacteria
285530	Streptomyces sviceus	Actinomycetota	Bacteria
285574	Streptomyces erythrochromogenes	Actinomycetota	Bacteria
287948	Helicobacter mastomyrinus	Campylobacterota	Bacteria
288000	Bradyrhizobium sp. BTAi1	Pseudomonadota	Bacteria
290399	Arthrobacter sp. FB24	Actinomycetota	Bacteria
290400	Jannaschia sp. CCS1	Pseudomonadota	Bacteria
290611	Natrinema sp. CX2021	Methanobacteriota	Archaea
292414	Ruegeria sp. TM1040	Pseudomonadota	Bacteria
292913	Sphingopyxis sp. 113P3	Pseudomonadota	Bacteria
295084	Wolbachia endosymbiont of Drosophila willistoni	Pseudomonadota	Bacteria
296591	Polaromonas sp. JS666	Pseudomonadota	Bacteria
298653	Parafrankia sp. EAN1pec	Actinomycetota	Bacteria
298656	Blattabacterium sp. (Cryptocercus kyebangensis)	Bacteroidota	Bacteria
299422	Sulfolobus neozealandicus	Thermoproteota	Archaea
299583	Francisella orientalis	Pseudomonadota	Bacteria
299586	Escherichia sp. Sflu5	Pseudomonadota	Bacteria
300273	Hyphomicrobium sp. MC8b	Pseudomonadota	Bacteria
301375	Methanothrix harundinacea	Methanobacteriota	Archaea
302167	Virgibacillus dokdonensis	Bacillota	Bacteria
302484	Haloferax larsenii	Methanobacteriota	Archaea
304378	Sphingomonas sp. IC081	Pseudomonadota	Bacteria
307249	uncultured Sporomusa sp.	Bacillota	Bacteria
307502	Wolbachia endosymbiont of Drosophila ananassae	Pseudomonadota	Bacteria
307580	Paenibacillus woosongensis	Bacillota	Bacteria
307594	Pseudomonas sp. A	Pseudomonadota	Bacteria
308053	Flavobacterium sp. 2	Bacteroidota	Bacteria
308754	Rhodovulum sp. MB263	Pseudomonadota	Bacteria
309867	Acinetobacter sp. LUH5605	Pseudomonadota	Bacteria
309868	Candidatus Liberibacter americanus	Pseudomonadota	Bacteria
310037	Acaryochloris sp. CCMEE 5410	Cyanobacteriota	Bacteria
310581	uncultured Sphingopyxis sp.	Pseudomonadota	Bacteria
311808	Arthrobacter sp. 68b	Actinomycetota	Bacteria
312532	Nocardia sp. C-14-1	Actinomycetota	Bacteria
313590	Dokdonia sp. MED134	Bacteroidota	Bacteria
313598	Polaribacter sp. MED152	Bacteroidota	Bacteria
313603	Maribacter sp. HTCC2170	Bacteroidota	Bacteria
314282	Psychromonas sp. CNPT3	Pseudomonadota	Bacteria
316279	Synechococcus sp. CC9902	Cyanobacteriota	Bacteria
317660	Streptomyces sp. F2	Actinomycetota	Bacteria
317936	Nostoc sp. PCC 7107	Cyanobacteriota	Bacteria
319017	Bradyrhizobium sp. WSM471	Pseudomonadota	Bacteria
319318	Streptomyces sp. F11	Actinomycetota	Bacteria
319426	Streptomyces sp. FQ1	Actinomycetota	Bacteria
319501	Brevibacillus sp. WF146	Bacillota	Bacteria
321327	Synechococcus sp. JA-3-3Ab	Cyanobacteriota	Bacteria
321332	Synechococcus sp. JA-2-3B'a(2-13)	Cyanobacteriota	Bacteria
321961	Candidatus Phytoplasma tritici	Mycoplasmatota	Bacteria
322535	Pseudomonas sp. S19	Pseudomonadota	Bacteria
324057	Paenibacillus sp. JDR-2	Bacillota	Bacteria
324767	Bacillus infantis	Bacillota	Bacteria
325775	Coxiella endosymbiont of Amblyomma americanum	Pseudomonadota	Bacteria
326454	Burkholderia sp. M701	Pseudomonadota	Bacteria
326927	Pseudomonas sp. SC11	Pseudomonadota	Bacteria
327511	Pseudoalteromonas sp. A22	Pseudomonadota	Bacteria
330061	Subdoligranulum sp. DSM 23681	Bacillota	Bacteria
331680	Treponema zioleckii	Spirochaetota	Bacteria
333966	Saccharopolyspora pogona	Actinomycetota	Bacteria
336179	Pseudoalteromonas sp. 643A	Pseudomonadota	Bacteria
336810	Candidatus Karelsulcia muelleri	Bacteroidota	Bacteria
336820	Pedobacter roseus	Bacteroidota	Bacteria
337191	Gordonia sp. KTR9	Actinomycetota	Bacteria
339617	Pseudoalteromonas viridis	Pseudomonadota	Bacteria
341027	Sphingobacterium sp.	Bacteroidota	Bacteria
341029	Pseudomonas sp. CT14	Pseudomonadota	Bacteria
342949	Pyrococcus sp. NA2	Methanobacteriota	Archaea
343874	Empedobacter falsenii	Bacteroidota	Bacteria
347202	Arthrobacter sp. 31.31	Actinomycetota	Bacteria
347208	Arthrobacter sp. J3.37	Actinomycetota	Bacteria
347209	Arthrobacter sp. J3.40	Actinomycetota	Bacteria
347213	Arthrobacter sp. J3.49	Actinomycetota	Bacteria
347215	Arthrobacter sp. J3.53	Actinomycetota	Bacteria
349094	Megasphaera sueciensis	Bacillota	Bacteria
349221	Micavibrio aeruginosavorus	Bdellovibrionota	Bacteria
349971	Streptomyces sp. FR1	Actinomycetota	Bacteria
351745	Shewanella sp. W3-18-1	Pseudomonadota	Bacteria
352858	Bacillus sp. Y1	Bacillota	Bacteria
353218	Pseudomonas sp. s4	Pseudomonadota	Bacteria
353851	Mycoplasma sp. Ms02	Mycoplasmatota	Bacteria
355249	Streptomyces sp. Tu6071	Actinomycetota	Bacteria
356837	Azoarcus sp. DN11	Pseudomonadota	Bacteria
357684	Rhodococcus sp. DN22	Actinomycetota	Bacteria
357808	Roseiflexus sp. RS-1	Chloroflexota	Bacteria
358220	Acidovorax sp. KKS102	Pseudomonadota	Bacteria
359132	Bifidobacterium sp. A24	Actinomycetota	Bacteria
359370	Microbulbifer sp. A4B17	Pseudomonadota	Bacteria
360016	Rahnella sp. 'WMR15'	Pseudomonadota	Bacteria
360911	Exiguobacterium sp. AT1b	Bacillota	Bacteria
362457	Acinetobacter sp. A2	Pseudomonadota	Bacteria
363258	Arsenophonus endosymbiont of Lipoptena cervi	Pseudomonadota	Bacteria
363843	Rhizobacter fulvus	Pseudomonadota	Bacteria
364102	Streptomyces sp. 44030	Actinomycetota	Bacteria
364103	Streptomyces sp. 44414	Actinomycetota	Bacteria
367282	Deinococcus yunweiensis	Deinococcota	Bacteria
367477	Microbacterium sp. XT11	Actinomycetota	Bacteria
367488	Blattabacterium sp. (Periplaneta americana)	Bacteroidota	Bacteria
367806	Blattabacterium sp. (Blatta orientalis)	Bacteroidota	Bacteria
368607	Janthinobacterium svalbardense	Pseudomonadota	Bacteria
370111	Brucella pseudintermedia	Pseudomonadota	Bacteria
370777	Arenimonas daejeonensis	Pseudomonadota	Bacteria
373067	Staphylococcus sp. 693-2	Bacillota	Bacteria
373068	Corynebacterium sp. L2-79-05	Actinomycetota	Bacteria
373212	Nocardia sp. 107	Actinomycetota	Bacteria
373213	Nocardiopsis sp. 90127	Actinomycetota	Bacteria
373994	Rivularia sp. PCC 7116	Cyanobacteriota	Bacteria
374606	Aminobacter sp. MSH1	Pseudomonadota	Bacteria
374981	Picosynechococcus sp. PCC 7003	Cyanobacteriota	Bacteria
374982	Picosynechococcus sp. PCC 73109	Cyanobacteriota	Bacteria
375919	Wolbachia endosymbiont of Drosophila pseudotakahashii	Pseudomonadota	Bacteria
376149	Streptomyces sp. NL15-2K	Actinomycetota	Bacteria
376418	Micrococcus sp. A7	Actinomycetota	Bacteria
378212	Planococcus sp. ZOYM	Bacillota	Bacteria
379067	Streptomyces bingchenggensis	Actinomycetota	Bacteria
379547	Candidatus Aciduliprofundum boonei	Thermoplasmatota	Archaea
379893	Trabulsiella odontotermitis	Pseudomonadota	Bacteria
380749	Hydrogenobaculum sp. Y04AAS1	Aquificota	Bacteria
383749	Pseudoalteromonas sp. BSi20327	Pseudomonadota	Bacteria
385025	Cycloclasticus sp. P1	Pseudomonadota	Bacteria
386487	Candidatus Ruthturnera calyptogenae	Pseudomonadota	Bacteria
387092	Nitratiruptor sp. SB155-2	Campylobacterota	Bacteria
387093	Sulfurovum sp. NBC37-1	Campylobacterota	Bacteria
389343	Chinaberry witches'-broom phytoplasma	Mycoplasmatota	Bacteria
391290	Geobacillus sp. E263	Bacillota	Bacteria
391586	Vibrio sp. 16	Pseudomonadota	Bacteria
391613	Roseovarius sp. TM1035	Pseudomonadota	Bacteria
391953	Aquincola tertiaricarbonis	Pseudomonadota	Bacteria
392331	uncultured Martelella sp.	Pseudomonadota	Bacteria
393065	Bacillus sp. E25	Bacillota	Bacteria
393765	Candidatus Endoriftia persephonae	Pseudomonadota	Bacteria
394958	Clostridium taeniosporum	Bacillota	Bacteria
395631	Phytobacter diazotrophicus	Pseudomonadota	Bacteria
396595	Thioalkalivibrio sp. K90mix	Pseudomonadota	Bacteria
397884	Vibrio sp. 04Ya090	Pseudomonadota	Bacteria
398049	Mucilaginibacter daejeonensis	Bacteroidota	Bacteria
399025	Candidatus Phytoplasma rubi	Mycoplasmatota	Bacteria
399176	Sphingomonas sp. R1	Pseudomonadota	Bacteria
399726	Thermoanaerobacter sp. X514	Bacillota	Bacteria
399742	Enterobacter sp. 638	Pseudomonadota	Bacteria
401619	Candidatus Riesia pediculicola	Pseudomonadota	Bacteria
402236	Rhodococcus sp. NS1	Actinomycetota	Bacteria
402384	Halobacillus mangrovi	Bacillota	Bacteria
403957	Virgibacillus sp. SK37	Bacillota	Bacteria
404582	Micrococcus sp. V7	Actinomycetota	Bacteria
404583	Micrococcus sp. A1	Actinomycetota	Bacteria
404589	Anaeromyxobacter sp. Fw109-5	Myxococcota	Bacteria
405041	Streptomyces sp. HK1	Actinomycetota	Bacteria
406552	Natrinema sp. J7-2	Methanobacteriota	Archaea
407020	Sphingobium sp. MI1205	Pseudomonadota	Bacteria
408783	Streptomyces sp. CG4	Actinomycetota	Bacteria
410021	Pseudomonas sp. A6	Pseudomonadota	Bacteria
411486	Clostridium sp. M62/1	Bacillota	Bacteria
412710	Streptomyces sp. 2-1	Actinomycetota	Bacteria
412965	Candidatus Vesicomyidisocius calyptogenae	Pseudomonadota	Bacteria
415095	Arthrobacter sp. AK-1	Actinomycetota	Bacteria
416344	Burkholderia sp. KJ006	Pseudomonadota	Bacteria
418719	Marinobacter salsuginis	Pseudomonadota	Bacteria
420336	Candidatus Epulonipiscium viviparus	Bacillota	Bacteria
426117	Methylobacterium sp. 4-46	Pseudomonadota	Bacteria
427705	Wolbachia endosymbiont of Kerria lacca	Pseudomonadota	Bacteria
428411	Candidatus Riesia pediculischaeffi	Pseudomonadota	Bacteria
430451	Sinorhizobium sp. M14	Pseudomonadota	Bacteria
433659	Nocardioides mesophilus	Actinomycetota	Bacteria
434008	Variovorax sp. PBS-H4	Pseudomonadota	Bacteria
434009	Variovorax sp. PBL-H6	Pseudomonadota	Bacteria
434010	Hydrogenophaga sp. PBL-H3	Pseudomonadota	Bacteria
434014	Variovorax sp. PBL-E5	Pseudomonadota	Bacteria
434084	Marinobacterium marisflavi	Pseudomonadota	Bacteria
435910	Franconibacter pulveris	Pseudomonadota	Bacteria
436114	Sulfurihydrogenibium sp. YO3AOP1	Aquificota	Bacteria
439387	Bradyrhizobium sp. CIAT3101	Pseudomonadota	Bacteria
442121	uncultured Pleomorphomonas sp.	Pseudomonadota	Bacteria
444103	Streptomyces sp. CNQ-509	Actinomycetota	Bacteria
444444	Chelatococcus daeguensis	Pseudomonadota	Bacteria
444612	Rickettsia endosymbiont of Ixodes scapularis	Pseudomonadota	Bacteria
446041	Thermus sp. 4C	Deinococcota	Bacteria
446679	Nostoc sphaeroides	Cyanobacteriota	Bacteria
447032	Arthrobacter sp. Chr15	Actinomycetota	Bacteria
447217	Anaeromyxobacter sp. K	Myxococcota	Bacteria
447588	Dechloromonas sp. A34	Pseudomonadota	Bacteria
451514	Candidatus Magnetococcus massalia	Pseudomonadota	Bacteria
452802	Vibrio sp. 0908	Pseudomonadota	Bacteria
452803	Vibrio sp. 23023	Pseudomonadota	Bacteria
452804	Vibrio sp. 09022	Pseudomonadota	Bacteria
453162	Candidatus Nitrotoga arctica	Pseudomonadota	Bacteria
454133	[Limnothrix rosea] IAM M-220	Cyanobacteriota	Bacteria
454662	Cellvibrio sp. KY-YJ-3	Pseudomonadota	Bacteria
456827	Candidatus Cloacimonas acidaminovorans	Candidatus Cloacimonadota	Bacteria
463024	Bordetella genomosp. 6	Pseudomonadota	Bacteria
463040	Bordetella genomosp. 13	Pseudomonadota	Bacteria
463288	Candidatus Nitrospira bockiana	Nitrospirota	Bacteria
465541	Streptomyces sp. Mg1	Actinomycetota	Bacteria
467262	Bacillus sp. T3	Bacillota	Bacteria
469009	'Brassica napus' phytoplasma	Mycoplasmatota	Bacteria
469590	Bacteroides sp. 2_2_4	Bacteroidota	Bacteria
469812	Candidatus Clavichlamydia salmonicola	Chlamydiota	Bacteria
472834	Candidatus Purcelliella pentastirinorum	Pseudomonadota	Bacteria
475375	Francisella sp. MA067296	Pseudomonadota	Bacteria
477697	Streptomyces sp. T12	Actinomycetota	Bacteria
478807	Borreliella americana	Spirochaetota	Bacteria
480035	Nocardia wallacei	Actinomycetota	Bacteria
481743	Paenibacillus sp. Y412MC10	Bacillota	Bacteria
484423	Pseudomonas sp. X10	Pseudomonadota	Bacteria
484429	Sphingobium sp. YBL2	Pseudomonadota	Bacteria
484770	Pelosinus sp. UFO1	Bacillota	Bacteria
486398	Bacillus sp. S3	Bacillota	Bacteria
487523	Xanthomonas sp. NCPPB 1062	Pseudomonadota	Bacteria
487525	Xanthomonas sp. NCPPB 1068	Pseudomonadota	Bacteria
487527	Xanthomonas sp. NCPPB 1131	Pseudomonadota	Bacteria
487528	Xanthomonas sp. NCPPB 1132	Pseudomonadota	Bacteria
487529	Xanthomonas sp. NCPPB 1325	Pseudomonadota	Bacteria
487533	Xanthomonas sp. NCPPB 1560	Pseudomonadota	Bacteria
487535	Xanthomonas sp. NCPPB 1638	Pseudomonadota	Bacteria
487536	Xanthomonas sp. NCPPB 1754	Pseudomonadota	Bacteria
487537	Xanthomonas sp. NCPPB 1826	Pseudomonadota	Bacteria
487538	Xanthomonas sp. NCPPB 2250	Pseudomonadota	Bacteria
487540	Xanthomonas sp. NCPPB 2586	Pseudomonadota	Bacteria
487541	Xanthomonas sp. NCPPB 2654	Pseudomonadota	Bacteria
487544	Xanthomonas sp. NCPPB 2865	Pseudomonadota	Bacteria
487545	Xanthomonas sp. NCPPB 2866	Pseudomonadota	Bacteria
487547	Xanthomonas sp. NCPPB 2922	Pseudomonadota	Bacteria
487548	Xanthomonas sp. NCPPB 2933	Pseudomonadota	Bacteria
487551	Xanthomonas sp. NCPPB 3174	Pseudomonadota	Bacteria
487552	Xanthomonas sp. NCPPB 3200	Pseudomonadota	Bacteria
487553	Xanthomonas sp. NCPPB 3218	Pseudomonadota	Bacteria
487554	Xanthomonas sp. NCPPB 3569	Pseudomonadota	Bacteria
487555	Xanthomonas sp. NCPPB 3570	Pseudomonadota	Bacteria
487557	Xanthomonas sp. NCPPB 3582	Pseudomonadota	Bacteria
487558	Xanthomonas sp. NCPPB 3583	Pseudomonadota	Bacteria
487559	Xanthomonas sp. NCPPB 3761	Pseudomonadota	Bacteria
487568	Xanthomonas sp. NCPPB 4037	Pseudomonadota	Bacteria
487572	Xanthomonas sp. NCPPB 901	Pseudomonadota	Bacteria
488142	Serratia sp. SCBI	Pseudomonadota	Bacteria
490095	Haloferula helveola	Verrucomicrobiota	Bacteria
490759	Marinobacter sp. BSs20148	Pseudomonadota	Bacteria
495820	Spirobacillus cienkowskii	Bdellovibrionota	Bacteria
497299	Wolbachia endosymbiont of Ceratosolen solmsi	Pseudomonadota	Bacteria
497727	Candidatus Nitrososphaera gargensis	Nitrososphaerota	Archaea
497967	Hymenobacter tibetensis	Bacteroidota	Bacteria
498846	Candidatus Korarchaeum cryptofilum	Thermoproteota	Archaea
502352	Wolbachia endosymbiont of Delia radicum	Pseudomonadota	Bacteria
502558	Eggerthella sp. YY7918	Actinomycetota	Bacteria
507626	Halomonas chromatireducens	Pseudomonadota	Bacteria
507763	Halomonas sp. MS1	Pseudomonadota	Bacteria
509111	Limnohabitans sp. INBF003	Pseudomonadota	Bacteria
509112	Limnohabitans sp. INBF004	Pseudomonadota	Bacteria
509116	Limnohabitans sp. TEGF002	Pseudomonadota	Bacteria
509117	Limnohabitans sp. TEGF003	Pseudomonadota	Bacteria
509119	Limnohabitans sp. TEGF005	Pseudomonadota	Bacteria
511062	Oceanimonas sp. GK1	Pseudomonadota	Bacteria
511435	Candidatus Azobacteroides pseudotrichonymphae	Bacteroidota	Bacteria
511900	Acidovorax sp. SUPP2522	Pseudomonadota	Bacteria
512298	uncultured Subdoligranulum sp.	Bacillota	Bacteria
512749	Mycoplasma seminis	Mycoplasmatota	Bacteria
513223	Microcystis panniformis	Cyanobacteriota	Bacteria
515256	Bartonella sp. 1-1C	Pseudomonadota	Bacteria
517398	Pseudomonas sp. D3	Pseudomonadota	Bacteria
518693	Exiguobacterium arabatum	Bacillota	Bacteria
520734	Sphingobium sp. RSMS	Pseudomonadota	Bacteria
524386	Pedobacter sp. BG5	Bacteroidota	Bacteria
525886	Mycoplasma hafezii	Mycoplasmatota	Bacteria
528187	Paenibacillus tundrae	Bacillota	Bacteria
528343	Pseudomonas sp. G11	Pseudomonadota	Bacteria
537596	Aminobacter sp. BA135	Pseudomonadota	Bacteria
538381	Stappia indica	Pseudomonadota	Bacteria
538945	alpha proteobacterium endosymbiont of Amoeba proteus	Pseudomonadota	Bacteria
538949	uncultured Alistipes sp.	Bacteroidota	Bacteria
538966	Dyadobacter sp. 32	Bacteroidota	Bacteria
544433	uncultured Ilyobacter sp.	Fusobacteriota	Bacteria
545908	Pseudomonas sp. LM8	Pseudomonadota	Bacteria
546165	Wolbachia endosymbiont of Aedes aegypti	Pseudomonadota	Bacteria
547143	Hydrogenobaculum sp. 3684	Aquificota	Bacteria
547144	Hydrogenobaculum sp. HO	Aquificota	Bacteria
547145	Hydrogenobaculum sp. SHO	Aquificota	Bacteria
547146	Hydrogenobaculum sp. SN	Aquificota	Bacteria
550542	Geobacillus sp. Y412MC52	Bacillota	Bacteria
550984	Halomonas sp. HAL1	Pseudomonadota	Bacteria
553510	Streptomyces gilvosporeus	Actinomycetota	Bacteria
553981	Candidatus Nitrosacidicoccus tergens	Pseudomonadota	Bacteria
554131	Thiomonas sp. CB2	Pseudomonadota	Bacteria
555319	Rhizobium sp. T136	Pseudomonadota	Bacteria
555320	Rhizobium sp. T1470	Pseudomonadota	Bacteria
555321	Rhizobium sp. T1473	Pseudomonadota	Bacteria
556259	Bacteroides sp. D2	Bacteroidota	Bacteria
556287	Candidatus Liberibacter solanacearum	Pseudomonadota	Bacteria
556533	Pseudomonas benzenivorans	Pseudomonadota	Bacteria
558689	uncultured bacterium HHV35	unclassified	Bacteria
562716	Pseudoalteromonas sp. CF6-2	Pseudomonadota	Bacteria
562959	Paenibacillus cellulositrophicus	Bacillota	Bacteria
563043	Thermococcus sp. AMT11	Methanobacteriota	Archaea
563169	Bacillus sp. SJ-10	Bacillota	Bacteria
563172	Ferruginibacter lapsinanis	Bacteroidota	Bacteria
563177	Acidianus hospitalis	Thermoproteota	Archaea
565560	Streptomyces sp. SM17	Actinomycetota	Bacteria
568766	Dickeya sp. NCPPB 3274	Pseudomonadota	Bacteria
571800	Psychrobacter sp. G	Pseudomonadota	Bacteria
573241	Wolbachia endosymbiont of Oryzaephilus surinamensis	Pseudomonadota	Bacteria
573600	Candidatus Planktophila limnetica	Actinomycetota	Bacteria
573658	Candidatus Hodgkinia cicadicola	Pseudomonadota	Bacteria
574727	Bradyrhizobium sp. C-145	Pseudomonadota	Bacteria
576610	Polynucleobacter necessarius	Pseudomonadota	Bacteria
576926	Arthrobacter sp. A5	Actinomycetota	Bacteria
578920	Bradyrhizobium sp. STM 3557	Pseudomonadota	Bacteria
578923	Bradyrhizobium sp. STM 3561	Pseudomonadota	Bacteria
578924	Bradyrhizobium sp. STM 3562	Pseudomonadota	Bacteria
578928	Bradyrhizobium sp. STM 3566	Pseudomonadota	Bacteria
580459	Bacillus sp. 3a	Bacillota	Bacteria
583319	Stenotrophomonas sp. 9	Pseudomonadota	Bacteria
585423	Synechococcus sp. KORDI-49	Cyanobacteriota	Bacteria
585425	Synechococcus sp. KORDI-52	Cyanobacteriota	Bacteria
591154	Candidatus Methylacidiphilum fumarolicum	Verrucomicrobiota	Bacteria
592064	Bradyrhizobium sp. LMG 9283	Pseudomonadota	Bacteria
592146	Shewanella sp. 33B	Pseudomonadota	Bacteria
592316	Pantoea sp. At-9b	Pseudomonadota	Bacteria
596095	Abyssogena phaseoliformis symbiont	Pseudomonadota	Bacteria
596995	Bartonella sp. TT0105	Pseudomonadota	Bacteria
598467	Brenneria sp. EniD312	Pseudomonadota	Bacteria
619291	Arthrobacter sp. N1	Actinomycetota	Bacteria
619518	Periwinkle leaf yellowing phytoplasma	Mycoplasmatota	Bacteria
624186	Blattabacterium sp. (Blattella germanica)	Bacteroidota	Bacteria
627192	Sphingobium sp. SYK-6	Pseudomonadota	Bacteria
627445	Rhodococcus sp. T9N	Actinomycetota	Bacteria
629747	Microcystis protocystis	Cyanobacteriota	Bacteria
631220	Desulfovibrio falkowii	Thermodesulfobacteriota	Bacteria
634113	Candidatus Arsenophonus lipoptenae	Pseudomonadota	Bacteria
634121	Arsenophonus symbiont of Ornithomya chloropus	Pseudomonadota	Bacteria
634157	Halorubrum sp. PV6	Methanobacteriota	Archaea
639011	Streptomyces sp. G30	Actinomycetota	Bacteria
640330	Mycoplasma sp. Pen4	Mycoplasmatota	Bacteria
641107	Clostridium sp. DL-VIII	Bacillota	Bacteria
641148	Neisseria sp. oral taxon 014	Pseudomonadota	Bacteria
644281	Methanocaldococcus sp. FS406-22	Methanobacteriota	Archaea
644410	Rhodococcus sp. C1	Actinomycetota	Bacteria
645292	Pseudomonas sp. T8	Pseudomonadota	Bacteria
646637	Streptomyces sp. M2	Actinomycetota	Bacteria
648691	Enterobacter sp. YSU	Pseudomonadota	Bacteria
648999	Micromonospora sp. L5	Actinomycetota	Bacteria
649161	Pseudoalteromonas sp. 3J6	Pseudomonadota	Bacteria
649196	Sphingobacterium hotanense	Bacteroidota	Bacteria
649831	Actinoplanes sp. N902-109	Actinomycetota	Bacteria
650377	endosymbiont of Euscepes postfasciatus	Pseudomonadota	Bacteria
650378	Cardinium endosymbiont of Sogatella furcifera	Bacteroidota	Bacteria
652434	Nocardioides sp. DN36	Actinomycetota	Bacteria
652716	Prevotella sp. oral taxon 299	Bacteroidota	Bacteria
652722	Prevotella sp. oral taxon 313	Bacteroidota	Bacteria
652764	Azospirillum sp. TSH100	Pseudomonadota	Bacteria
653937	Candidatus Francisella endociliophora	Pseudomonadota	Bacteria
655307	Neisseria sp. KEM232	Pseudomonadota	Bacteria
656519	Halanaerobium hydrogeniformans	Bacillota	Bacteria
657323	Ruminococcus sp. SR1/5	Bacillota	Bacteria
657334	Rahnella sp. WMR42	Pseudomonadota	Bacteria
657335	Rahnella sp. WMR114	Pseudomonadota	Bacteria
657336	Rahnella sp. WMR120	Pseudomonadota	Bacteria
657337	Rahnella sp. WMR66	Pseudomonadota	Bacteria
657338	Rahnella sp. WMR121	Pseudomonadota	Bacteria
657339	Rahnella sp. WMR104	Pseudomonadota	Bacteria
658062	Candidatus Korobacter versatilis	Acidobacteriota	Bacteria
658612	Pseudomonas sp. H2	Pseudomonadota	Bacteria
